7.550540994013180352e+03 9.453797633239477364e+03 4.662924381915316189e+03 5.659560690341618283e+03 7.001372322320627063e+03 1.035275884475358180e+04 1.315620783176122495e+04 1.039787693927513646e+04 6.606930515478891721e+03 5.554562283075605592e+03 3.945629011255195564e+03 6.614797260260097573e+03 4.879392296463606726e+03 6.085593562792880221e+03 8.542837711501537342e+03 8.645773172004377557e+03 6.331949405430880688e+03 7.326685353836945978e+03 5.460751614735588191e+03 4.492631372975815793e+03
1.033977571383418763e+03 1.503307350192515969e+03 1.893590639795810830e+03 1.339435427791732991e+03 1.154236756785501484e+03 1.842590775142144821e+03 1.727179271463607620e+03 9.100961939126339075e+02 8.807022361380631992e+02 1.269846781358528915e+03 1.397136020489952898e+03 8.504548697715730441e+02 1.007649265425247904e+03 8.666075912691720760e+02 1.434435250438677940e+03 1.609809306373105301e+03 1.396136326427843187e+03 1.326700003458082165e+03 2.281365240408575573e+03 1.936383271059132312e+03
3.322888794187809136e+00 4.261801865320664184e+00 6.271368951144951076e+00 3.832535734819185524e+00 2.400602569076515369e+00 5.627668179910918944e+00 7.660100332302747006e+00 3.340847530693908052e+00 3.645641317975978790e+00 4.641058519287842188e+00 4.110770359924109663e+00 2.419576971519531661e+00 4.243316769737159433e+00 4.262492014982586674e+00 3.589811823791560386e+00 4.172799371032790638e+00 3.665259802380282039e+00 7.706194430267700568e+00 3.726137902572779215e+00 3.436112800214394802e+00
1.425539677865510839e+03 5.924197978390097887e+02 1.131645483475396759e+03 7.000791116211444205e+02 1.045930680474348947e+03 7.613573577391423441e+02 1.000311965082245365e+03 1.146102894390545316e+03 1.689515673592615485e+03 1.639870430938067102e+03 1.517151370593541060e+03 8.588054727178587200e+02 1.099893346391590285e+03 8.656843717804950984e+02 1.427781418557782445e+03 1.385857581260562029e+03 1.407734599014453806e+03 6.182211693652075155e+02 1.263822351617632648e+03 -1.937325905220488949e+02
9.907445578640883266e-02 1.289916442828439314e-01 1.159001958838317553e-01 5.275435307396554585e-02 8.450808162495182518e-02 8.741213930233786289e-02 8.430243475243785756e-02 6.168573243934537265e-02 1.625817378139360336e-01 2.027022064247027411e-01 1.458626374672748194e-01 6.046954118595355976e-02 1.612900535086767284e-01 9.358803205200019737e-02 9.782662567941174947e-02 1.242147327620874570e-01 8.190189104562183020e-02 8.903693250377162083e-02 6.859053046925209229e-02 1.121996963596446212e-01
1.578055693486105859e+01 3.304343284336166420e+01 4.139619829271029516e+01 2.914273380131257696e+01 2.013390934295900792e+01 1.933724426702255883e+01 2.320762688169595478e+01 3.017400671463096273e+01 2.544437090644223431e+01 1.771862108854481832e+01 4.386191487432446934e+01 2.822724148957308898e+01 2.067082564200514483e+01 2.174514259696864471e+01 2.261676787606896610e+01 2.749888975579643358e+01 2.087088412835455387e+01 2.979765129226292331e+01 3.440003474979133102e+01 1.560563962028606255e+01
1.839743577551556653e-01 1.734503459158583116e-01 1.999015307630254423e-01 2.359841109225136180e-01 2.780120650310453079e-01 2.612595696813000412e-01 1.690667813603895231e-01 3.631485452506053591e-01 3.093725810922520747e-01 1.667906333242565042e-01 2.297196751125349379e-01 1.727813407464413864e-01 7.293685479837377916e-02 1.463263835975230909e-01 1.876184139140772977e-01 1.241352551894680106e-01 2.812008686546818570e-01 3.357894424813874235e-01 1.351026498426544931e-01 1.638924129787216188e-01
1.250333295464636421e+03 1.193015164449810527e+03 9.639401343032924387e+02 9.860364421631876439e+02 8.911192691766567577e+02 1.773550164129692121e+03 5.170712571973419927e+02 9.275080252352206571e+02 1.403612079540835566e+03 7.871132559657523871e+02 9.544586130042263221e+02 1.079874623441110316e+03 1.078107899592789863e+03 2.235277531365028608e+03 1.250482946755533476e+03 1.490962785256324423e+03 1.367216315629523024e+03 1.052774486865925837e+03 1.329883440258367500e+03 3.552042994362670925e+02
7.432299399278944230e-05 6.646812528886633263e-05 1.113299521818355122e-04 9.571618784847816294e-05 1.705487713128263740e-04 7.561211912738847584e-05 9.101887231407829930e-05 7.105224573237860165e-05 7.943496241459390003e-05 1.085914147361822911e-04 8.754962410564289628e-05 9.447133128929101418e-05 7.687784981795139081e-05 7.193194604160029599e-05 1.150273737657229160e-04 1.005364547889963804e-04 9.947937447415380798e-05 9.670162461758316855e-05 4.108804402605367365e-05 9.176968771730289998e-05
2.016709603335157226e+02 1.239754904763000809e+02 1.513876145575667920e+02 1.277884996041120473e+02 1.680085190898774101e+02 1.006268420140292079e+02 8.853528655732166897e+01 1.125266695404031623e+02 1.266596769271539813e+02 1.641693667195159207e+02 1.653136785962398108e+02 1.893320332191356670e+02 1.822651803496680429e+02 1.345374267650514639e+02 1.980413913483668580e+02 1.213973090557677210e+02 1.752649077647895695e+02 1.527709549504663187e+02 9.060781816878916572e+01 5.587470818604418810e+01
