4.524204900140775365e+00 2.218186021840487854e+00 2.564501147339695031e+00 1.713600573717324549e+00 1.237462518929256960e+00 2.211864950394267115e+00 3.784446651580268828e+00 3.277300303527100223e+00 3.274393607727461575e+00 2.585034301706712334e+00 3.744530449890761670e+00 1.121786461010103153e+00 1.766692375681058191e+00 1.500932220575924791e+00 1.730980778973054024e+00 2.443398187086060602e+00 1.145403511282487852e+00 2.435286515051187095e+00 1.859446220999791732e+00 1.108378724824325978e+00
1.129834699416582211e+00 1.351435217072818773e+00 1.483568476361965205e+00 8.449708286230648291e-01 1.059516824908782517e+00 6.893101281665157121e-01 1.488976779857414057e+00 1.365810484638568134e+00 8.771871119336316358e-01 1.722786801252964795e+00 9.322828906443968444e-01 1.072224068861985513e+00 8.187778011664352817e-01 5.540578399107954910e-01 7.629986297142496987e-01 7.858327886026968967e-01 1.080733526669604982e+00 9.261163362444310154e-01 8.313196162338778450e-01 1.013262054497202858e+00
1.587343618388720845e+00 8.668289352993303609e-01 9.488791313679849626e-01 2.289184336288216048e+00 2.673657069302789235e+00 1.284834323052230776e+00 1.196506827087804758e+00 1.930329089988621627e+00 1.685087139770937714e+00 2.255379729393166333e+00 1.852109362576972007e+00 2.148280982318995225e+00 2.003520586919735891e+00 1.245630210882629818e+00 1.654142591159318165e+00 1.669936702945950646e+00 1.212310879052161505e+00 2.054634452405820877e+00 1.407403327300031481e+00 1.708066550621275326e+00
8.218360202040442264e-02 1.166464127733372602e-01 1.470684037374581365e-01 1.392402096938549216e-01 9.781938305796743227e-02 1.239034401051247319e-01 1.027734969273643301e-01 7.293057992319365579e-02 5.625342462680587435e-02 1.096395009759204842e-01 7.705841165145066451e-02 1.560691040414886877e-01 1.050515236098833877e-01 7.889703131796534097e-02 1.427851279553024044e-01 1.026118282480122934e-01 6.207275141146512826e-02 9.994597308477388975e-02 1.016164221887304320e-01 2.228565498127965117e-01
1.927646427605560264e+00 2.226108734587822990e+00 1.143136003918259869e+00 2.647367984021246734e+00 2.715004199371579663e+00 1.453507048989576056e+00 2.196314626862020614e+00 1.315041200516462006e+00 1.566876562490281177e+00 1.741443867941808943e+00 1.362016691073455465e+00 2.061860021542674559e+00 2.966061122138586192e+00 2.467593839111401177e+00 1.530357360362837316e+00 3.249163260269593678e+00 3.167722955027034715e+00 1.491255772756023390e+00 2.647878091477377627e+00 3.140397942050707325e+00
1.682015031634926383e-01 1.008322628456371634e-01 6.406621841065011924e-02 9.122071206912509000e-02 1.024836974703435127e-01 9.715581628787806068e-02 1.206024329386997246e-01 1.884304686973530818e-01 7.718980405791349420e-02 2.448630052548368130e-01 1.719467759980926325e-01 3.916326897428720061e-02 4.281516425297335338e-02 1.215129663602312754e-01 7.386676021734482622e-02 1.969134699644015107e-01 9.384931263924507772e-02 9.317671692992272880e-02 8.120699776896231348e-02 -8.829639734884625613e-03
1.070564524679763263e+00 1.694440029403859738e+00 2.294875085255182245e+00 2.052371400997575979e+00 2.460103822758231029e+00 1.150395511954609429e+00 2.371032936822226933e+00 2.787842976760484870e+00 1.960331109133192307e+00 1.887000623009555511e+00 2.719123223639056341e+00 2.887775661103250346e+00 1.387428426992001640e+00 1.194972766377547346e+00 1.797300453395068942e+00 4.787685130777413534e+00 1.463286620042970165e+00 2.027465782697143837e+00 2.536993997724827477e+00 2.710715110222263746e+00
4.178400463638187734e-01 4.456722395512598411e-01 4.836341204598378907e-01 4.331064323434234420e-01 6.301138649871770303e-01 3.185512348733244292e-01 3.920829504298136703e-01 4.400283114873125845e-01 2.736541943948714306e-01 4.567972083699260999e-01 7.147642783565404390e-01 3.739001975439276149e-01 3.545290391518100548e-01 2.706843073798991250e-01 1.710709609678943421e-01 4.323062333880152153e-01 3.682547973195137714e-01 3.747307400250934895e-01 2.511909392527907903e-01 3.698393286151008263e-01
3.113659882732839446e+00 2.367658968252666529e+00 2.138875579558459528e+00 1.776721881090233657e+00 2.064155728585529648e+00 1.913628062812231523e+00 1.556101131924935155e+00 1.288702403740679348e+00 1.948562915710159826e+00 2.487813436125955846e+00 2.104447958259274998e+00 2.017350901779403571e+00 2.787079291933988845e+00 1.598257613426834922e+00 2.199520532844145837e+00 2.349328959810921269e+00 2.514936209250590249e+00 2.281482038029600368e+00 1.420254857026598039e+00 3.023609400088006716e+00
1.130128679918623175e-02 1.617104938472930728e-02 1.392379211208667755e-02 8.247364514709250999e-03 1.026511768419431300e-02 1.308748847214032812e-02 8.412660535772003775e-03 1.149971379577930004e-02 1.704710606514366761e-02 1.079882082484786253e-02 9.529783402517900959e-03 1.111099164741014347e-02 1.407293177784640047e-02 7.768515424769152286e-03 1.584471240423209609e-02 6.420966147568602476e-03 1.655976775098142589e-02 7.104612029910386400e-03 7.772000934528293555e-03 2.002147646832235905e-03
1.623994988963804342e+00 1.437462442164269216e+00 1.334983247401646533e+00 1.355950877022190193e+00 2.099526334193709154e+00 1.313727941005363276e+00 2.869709645563278677e+00 1.524697511048459742e+00 1.693550655171966568e+00 1.792461950644858693e+00 1.435916733229016362e+00 1.060664368883361020e+00 7.125791177675450117e-01 2.082356809605205417e+00 1.853143229767062250e+00 2.040385954479833508e+00 1.616034813380718971e+00 1.799967533083150606e+00 1.821141460512524235e+00 9.067227122204766232e-01
2.962122171697151973e+00 2.369567832378303596e+00 3.202968581289259209e+00 1.503022980409413512e+00 1.930185311979137230e+00 3.626341408812697065e+00 9.842708049405097803e-01 3.034460180621262992e+00 3.258439478729562744e+00 2.303254475027274761e+00 1.678155084540248199e+00 3.797752161462641496e+00 1.442198558912250794e+00 1.487352346532609726e+00 3.147495666277403181e+00 1.913038579830116381e+00 3.187497435513694466e+00 2.186254116170342154e+00 2.011362664393204991e+00 2.700767513362439587e+00
1.407306086463785855e+00 2.260593175198883031e+00 2.178418970862261883e+00 8.658162861464379079e-01 2.498100142542540425e+00 1.774956599022550874e+00 3.358539281453090108e+00 1.794374535079135580e+00 2.389069364803435125e+00 1.814479736846083213e+00 1.820472798887725174e+00 1.927221843258238421e+00 1.345150234531747868e+00 1.210773939376803332e+00 1.541926509090548070e+00 2.609691896206275175e+00 2.771424583925300666e+00 2.596407437420633624e+00 1.375426299601994140e+00 1.318628599625345732e+00
